"","station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","TS","GR","RA","DZ","SN","SG","GS","PL","FG+","FG","BR","UP","HZ","FU","DU","SS","SQ","FZ","MI","PR","BC","BL","VC","year","quarter","weekday","daytime"
"4377",9,2012-08-14,"79","58","69","M","54","61","0"," 4","-","-","M","  T","29.16","29.93"," 1.1","28","2.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",NA
"4378",10,2012-08-14,"92","74","83","M","70","75","0","18","353","1150","M","  T","29.97","30.00"," 3.9","20","5.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",797
"4379",11,2012-08-14,"92","68","80","-1","71","74","0","15","353","1151","0.0","0.37","29.96","30.00"," 2.5","22","4.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",798
"4380",12,2012-08-14,"93","72","83","M","72","75","0","18","-","-","0.0","0.00","29.96","30.00"," 2.1","18","4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",NA
"4381",13,2012-08-14,"91","55","73","M","37","54","0"," 8","-","-","M","0.00","24.26","29.87"," 2.5","23","5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",NA
"4382",14,2012-08-14,"92","68","80","-2","57","65","0","15","349","1162","0.0","0.00","28.56","29.90","10.3","10","13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",813
"4383",15,2012-08-14,"83","58","71"," 2","63","66","0"," 6","290","1130","0.0","0.00","29.55","29.92"," 1.9","22","2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",840
"4384",16,2012-08-14,"84","63","74","M","63","67","0"," 9","-","-","M","0.00","29.80","29.90"," 2.2","27","2.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",NA
"4385",17,2012-08-14,"86","67","77","M","59","65","0","12","-","-","0.0","0.05","29.28","29.97"," 3.6","06","4.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",NA
"4386",18,2012-08-14,"105","75","90"," 3","62","71","0","25","350","1155","0.0","0.57","29.35","29.86"," 4.2","11","10.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",805
"4387",19,2012-08-14,"77","58","68","-4","60","63","0"," 3","296","1137","0.0","0.00","29.17","29.91"," 1.8","13","5.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Tuesday",841
"4388",20,2012-08-14,"105","75","90","M","61","71","0","25","-","-","0.0","0.01","29.16","29.86"," 3.1","14","7.5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Tuesday",NA
"4389",1,2012-08-15,"86","70","78","M","66","69","0","13","-","-","M","0.66","29.74","29.89"," 2.0","22","2.8",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Wednesday",NA
"4390",2,2012-08-15,"79","63","71"," 2","65","67","0"," 6","294","1129","0.0","2.27","28.84","29.90"," 2.8","23","4.4",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Wednesday",835
"4391",3,2012-08-15,"98","65","82"," 0","65","71","0","17","341","1155","0.0","0.00","29.14","29.85"," 6.7","19","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",814
"4392",4,2012-08-15,"102","78","90"," 4","67","74","0","25","358","1154","0.0","0.00","29.21","29.86"," 6.5","17","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",796
"4393",5,2012-08-15,"M","M","M","M","M","M","M","M","292","1126","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",834
"4394",6,2012-08-15,"101","75","88"," 4","68","74","0","23","358","1153","0.0","0.00","29.36","29.86","10.2","17","10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",795
"4395",7,2012-08-15,"99","71","85","M","64","71","0","20","-","-","0.0","0.00","28.51","29.83","12.5","18","13.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4396",8,2012-08-15,"99","77","M","M","70","75","M","M","-","-","M","0.00","29.54","M"," 8.4","17","8.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4397",9,2012-08-15,"83","64","74","M","63","67","0"," 9","-","-","M","0.32","29.02","29.78"," 6.0","16","7.8",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4398",10,2012-08-15,"93","78","86","M","72","76","0","21","354","1149","M","0.01","29.97","30.00"," 4.3","23","7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",795
"4399",11,2012-08-15,"90","73","82"," 1","73","75","0","17","353","1150","0.0","0.01","29.96","30.00"," 2.5","25","3.6",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",797
"4400",12,2012-08-15,"93","76","85","M","74","76","0","20","-","-","0.0","0.20","29.95","30.00"," 3.6","24","5.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4401",13,2012-08-15,"92","61","77","M","37","54","0","12","-","-","M","0.00","24.29","29.87"," 4.1","36","6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4402",14,2012-08-15,"99","71","85"," 3","65","71","0","20","350","1161","0.0","0.00","28.50","29.84","10.9","17","11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",811
"4403",15,2012-08-15,"83","65","74"," 6","65","68","0"," 9","291","1129","0.0","0.20","29.51","29.87"," 2.5","18","3.2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",838
"4404",16,2012-08-15,"84","66","75","M","67","69","0","10","-","-","M","2.04","29.76","29.85"," 3.2","17","4.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4405",17,2012-08-15,"99","65","82","M","64","71","0","17","-","-","0.0","0.00","29.20","29.89"," 6.5","19","6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",NA
"4406",18,2012-08-15,"96","71","84","-3","69","73","0","19","350","1154","0.0","2.35","29.36","29.87"," 6.4","14","9.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",804
"4407",19,2012-08-15,"84","64","74"," 3","63","67","0"," 9","297","1135","0.0","0.01","29.15","29.89"," 4.3","17","6.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Wednesday",838
"4408",20,2012-08-15,"97","71","84","M","69","73","0","19","-","-","0.0","0.80","29.16","29.87"," 4.7","13","7.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Wednesday",NA
"4409",1,2012-08-16,"85","67","76","M","63","67","0","11","-","-","M","0.29","29.68","29.84"," 3.0","32","4.8",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4410",2,2012-08-16,"80","64","72"," 3","60","64","0"," 7","296","1127","0.0","0.77","28.79","29.86"," 7.5","30","8.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",831
"4411",3,2012-08-16,"101","74","88"," 6","66","72","0","23","342","1154","0.0","  T","29.21","29.89"," 3.4","22","11.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",812
"4412",4,2012-08-16,"101","77","89"," 3","69","75","0","24","358","1153","0.0","0.00","29.27","29.92"," 4.7","17","6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",795
"4413",5,2012-08-16,"M","M","M","M","M","M","M","M","293","1124","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",831
"4414",6,2012-08-16,"100","76","88"," 4","70","75","0","23","358","1152","0.0","0.00","29.42","29.92"," 8.6","17","9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",794
"4415",7,2012-08-16,"96","75","86","M","63","71","0","21","-","-","0.0","0.00","28.60","29.90"," 6.1","22","14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4416",8,2012-08-16,"99","77","M","M","71","76","M","M","-","-","M","0.00","29.60","M"," 6.4","18","6.9",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4417",9,2012-08-16,"71","57","64","M","51","57","1"," 0","-","-","M","0.00","29.19","29.91","14.4","32","14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4418",10,2012-08-16,"93","76","85","M","72","76","0","20","354","1148","M","  T","29.99","30.02"," 3.3","20","8.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",794
"4419",11,2012-08-16,"93","71","82"," 1","73","75","0","17","354","1149","0.0","0.49","29.98","30.01"," 3.2","23","5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",795
"4420",12,2012-08-16,"94","72","83","M","73","75","0","18","-","-","0.0","1.19","29.98","30.02"," 1.8","26","4.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4421",13,2012-08-16,"78","51","65","M","47","54","0"," 0","-","-","M","0.00","24.42","30.09"," 2.2","01","7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4422",14,2012-08-16,"96","76","86"," 4","63","71","0","21","350","1159","0.0","0.00","28.59","29.91"," 5.6","21","12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",809
"4423",15,2012-08-16,"82","60","71"," 3","63","66","0"," 6","292","1127","0.0","0.77","29.46","29.83"," 2.7","33","3.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Thursday",835
"4424",16,2012-08-16,"84","64","74","M","64","67","0"," 9","-","-","M","0.31","29.70","29.80"," 3.9","31","5.6",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4425",17,2012-08-16,"101","74","88","M","66","72","0","23","-","-","0.0","0.34","29.28","29.93"," 2.9","22","6.5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Thursday",NA
"4426",18,2012-08-16,"90","80","85","-2","66","72","0","20","351","1153","0.0","0.00","29.44","29.94"," 3.3","17","7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",802
"4427",19,2012-08-16,"76","63","70","-1","59","64","0"," 5","298","1134","0.0","0.70","29.10","29.81"," 7.7","26","10.9",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",836
"4428",20,2012-08-16,"92","79","86","M","68","73","0","21","-","-","0.0","0.00","29.24","29.93"," 1.6","12","6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Thursday",NA
"4429",1,2012-08-17,"89","62","76","M","63","68","0","11","-","-","M","0.22","29.65","29.81"," 6.4","22","6.7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Friday",NA
"4430",2,2012-08-17,"83","63","73"," 5","62","66","0"," 8","297","1126","0.0","0.38","28.77","29.84"," 7.8","24","9.0",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Friday",829
"4431",3,2012-08-17,"90","69","80","-2","53","64","0","15","343","1153","0.0","0.00","29.26","29.97"," 6.4","02","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",810
"4432",4,2012-08-17,"102","78","90"," 4","69","75","0","25","359","1152","0.0","0.00","29.23","29.91"," 3.1","18","5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",793
"4433",5,2012-08-17,"M","M","M","M","M","M","M","M","294","1123","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",829
"4434",6,2012-08-17,"100","74","87"," 3","70","75","0","22","359","1151","0.0","0.00","29.39","29.91"," 5.4","18","6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",792
"4435",7,2012-08-17,"90","66","78","M","51","62","0","13","-","-","0.0","0.00","28.63","29.97"," 7.1","04","8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4436",8,2012-08-17,"99","75","M","M","71","76","M","M","-","-","M","0.00","29.59","M"," 5.4","18","5.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4437",9,2012-08-17,"74","50","62","M","45","53","3"," 0","-","-","M","0.00","29.30","30.05"," 4.4","33","4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4438",10,2012-08-17,"91","73","82","M","72","74","0","17","355","1147","M","2.81","29.96","29.96"," 6.0","22","7.3",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",792
"4439",11,2012-08-17,"90","72","81"," 0","72","74","0","16","354","1148","0.0","0.19","29.93","29.96"," 3.7","22","5.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",794
"4440",12,2012-08-17,"89","71","80","M","73","74","0","15","-","-","0.0","0.36","29.93","29.97"," 4.1","22","4.7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4441",13,2012-08-17,"86","49","68","M","45","54","0"," 3","-","-","M","0.00","24.33","30.00"," 1.3","35","5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4442",14,2012-08-17,"92","69","81"," 0","51","63","0","16","351","1158","0.0","0.00","28.61","29.96"," 8.5","05","9.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",807
"4443",15,2012-08-17,"87","55","71"," 3","62","65","0"," 6","293","1126","0.0","0.06","29.42","29.80"," 2.5","19","3.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",833
"4444",16,2012-08-17,"86","61","74","M","63","67","0"," 9","-","-","M","0.03","29.68","29.78"," 4.7","23","5.8",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4445",17,2012-08-17,"90","69","80","M","53","63","0","15","-","-","0.0","0.00","29.31","30.00"," 5.1","02","6.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",NA
"4446",18,2012-08-17,"98","77","88"," 1","69","74","0","23","352","1152","0.0","0.00","29.40","29.91"," 4.9","13","6.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",800
"4447",19,2012-08-17,"74","57","66","-5","52","57","0"," 1","299","1133","0.0","0.00","29.24","29.98"," 2.7","31","6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Friday",834
"4448",20,2012-08-17,"101","76","89","M","68","74","0","24","-","-","0.0","0.12","29.21","29.90"," 2.8","13","5.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Friday",NA
"4449",1,2012-08-18,"77","63","70","M","61","65","0"," 5","-","-","M","  T","29.70","29.87"," 1.3","23","2.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4450",2,2012-08-18,"75","61","68"," 0","57","61","0"," 3","298","1124","0.0","0.02","28.80","29.88"," 6.4","30","6.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",826
"4451",3,2012-08-18,"77","67","72","-10","65","67","0"," 7","344","1151","0.0","0.40","29.19","29.91"," 1.0","18","3.8",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",807
"4452",4,2012-08-18,"89","71","80","-6","71","74","0","15","360","1151","0.0","1.21","29.21","29.88"," 0.6","17","4.7",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Saturday",791
"4453",5,2012-08-18,"M","M","M","M","M","M","M","M","295","1121","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",826
"4454",6,2012-08-18,"92","72","82","-2","72","75","0","17","359","1150","0.0","2.83","29.36","29.87"," 3.0","05","9.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",791
"4455",7,2012-08-18,"79","65","72","M","60","65","0"," 7","-","-","0.0","1.16","28.56","29.91"," 5.9","11","8.0",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Saturday",NA
"4456",8,2012-08-18,"91","73","M","M","72","75","M","M","-","-","M","0.78","29.53","M"," 0.9","04","5.6",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Saturday",NA
"4457",9,2012-08-18,"79","51","65","M","50","57","0"," 0","-","-","M","  T","29.23","29.99"," 1.2","25","3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Saturday",NA
"4458",10,2012-08-18,"93","78","86","M","71","76","0","21","355","1146","M","0.00","29.88","29.91"," 6.9","24","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",791
"4459",11,2012-08-18,"91","73","82"," 1","73","76","0","17","355","1147","0.0","0.00","29.86","29.91"," 5.7","24","6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",792
"4460",12,2012-08-18,"92","76","84","M","72","76","0","19","-","-","0.0","  T","29.86","29.91"," 4.6","23","5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4461",13,2012-08-18,"79","57","68","M","39","53","0"," 3","-","-","M","0.00","24.37","30.01"," 3.5","02","7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4462",14,2012-08-18,"79","65","72","-9","61","65","0"," 7","352","1157","0.0","1.27","28.56","29.91"," 6.2","10","9.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",805
"4463",15,2012-08-18,"80","54","67","-1","57","62","0"," 2","294","1124","0.0","0.05","29.47","29.86"," 2.7","29","3.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",830
"4464",16,2012-08-18,"72","59","66","M","62","64","0"," 1","-","-","M","0.07","29.73","29.84"," 1.5","25","3.0",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4465",17,2012-08-18,"79","64","72","M","64","67","0"," 7","-","-","0.0","0.26","29.26","29.95"," 1.0","15","2.7",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4466",18,2012-08-18,"87","69","78","-9","66","70","0","13","353","1150","0.0","1.33","29.39","29.89"," 6.5","12","9.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",797
"4467",19,2012-08-18,"76","55","66","-4","49","57","0"," 1","300","1131","0.0","0.00","29.23","29.98"," 2.3","20","4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",831
"4468",20,2012-08-18,"87","68","78","M","67","70","0","13","-","-","0.0","1.01","29.20","29.89"," 4.2","12","7.3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Saturday",NA
"4469",1,2012-08-19,"77","56","67","M","54","60","0"," 2","-","-","M","0.00","29.78","29.95"," 1.3","06","2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4470",2,2012-08-19,"72","60","66","-2","52","58","0"," 1","299","1123","0.0","0.00","28.87","29.95"," 3.6","33","5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",824
"4471",3,2012-08-19,"86","62","74","-8","62","67","0"," 9","345","1150","0.0","  T","29.21","29.91"," 1.2","26","2.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",805
"4472",4,2012-08-19,"90","70","80","-6","69","72","0","15","360","1150","0.0","  T","29.23","29.90"," 1.1","08","2.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",790
"4473",5,2012-08-19,"M","M","M","M","M","M","M","M","296","1120","M","M","M","M","M","M","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",824
"4474",6,2012-08-19,"87","70","79","-5","70","72","0","14","360","1149","0.0","0.03","29.39","29.90"," 3.3","07","5.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",789
"4475",7,2012-08-19,"86","63","75","M","57","63","0","10","-","-","0.0","0.01","28.61","29.94"," 6.4","34","8.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4476",8,2012-08-19,"86","72","M","M","70","73","M","M","-","-","M","0.89","29.55","M"," 2.1","04","3.3",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2012","Q3","Sunday",NA
"4477",9,2012-08-19,"77","57","67","M","49","57","0"," 2","-","-","M","  T","29.24","30.00"," 3.7","35","4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4478",10,2012-08-19,"91","76","84","M","73","75","0","19","356","1145","M","1.08","29.90","29.92"," 8.0","21","8.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",789
"4479",11,2012-08-19,"89","74","82"," 1","74","75","0","17","356","1146","0.0","0.62","29.88","29.92"," 6.9","23","8.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",790
"4480",12,2012-08-19,"91","74","83","M","73","75","0","18","-","-","0.0","1.14","29.88","29.92"," 6.9","22","7.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4481",13,2012-08-19,"81","53","67","M","34","50","0"," 2","-","-","M","0.00","24.36","30.02"," 0.7","19","6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4482",14,2012-08-19,"87","61","74","-7","57","64","0"," 9","353","1156","0.0","0.00","28.59","29.94"," 6.6","34","8.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",803
"4483",15,2012-08-19,"76","49","63","-5","53","58","2"," 0","295","1123","0.0","0.00","29.57","29.94"," 0.3","17","1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",828
"4484",16,2012-08-19,"74","56","65","M","57","60","0"," 0","-","-","M","0.01","29.81","29.91"," 2.3","02","3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4485",17,2012-08-19,"87","61","74","M","61","65","0"," 9","-","-","0.0","  T","29.28","29.95"," 0.2","33","1.0",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",NA
"4486",18,2012-08-19,"93","68","81","-5","62","68","0","16","353","1149","0.0","0.00","29.39","29.91"," 4.7","34","5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",796
"4487",19,2012-08-19,"75","58","67","-3","54","59","0"," 2","302","1129","0.0","0.33","29.21","29.95"," 0.5","30","3.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q3","Sunday",827
